state,id,title,url,createdAt,updatedAt,closedAt,labels,number,authorAssociation,author,comments,mergedBy,mergeCommit,org,repo,kind
MERGED,MDExOlB1bGxSZXF1ZXN0NDIxNDE1OTgz,Fixed typo in readme,https://github.com/jupyterhub/jupyterhub-idle-culler/pull/2,2020-05-21T15:24:22Z,2020-05-21T16:28:15Z,2020-05-21T16:28:04Z,{'edges': []},2,CONTRIBUTOR,riyasyash,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-21T16:28:14Z', 'updatedAt': '2020-05-21T16:28:14Z', 'url': 'https://github.com/jupyterhub/jupyterhub-idle-culler/pull/2#issuecomment-632191726', 'author': {'login': 'yuvipanda'}}}]}",yuvipanda,{'oid': 'c6184e371f04c2b69ac37163c014e6d7a14bf0ac'},jupyterhub,jupyterhub-idle-culler,pr
MERGED,MDExOlB1bGxSZXF1ZXN0NDIxMzcyNTg0,[MRG] Fix missing hexdigest call,https://github.com/jupyterhub/mybinder.org-deploy/pull/1444,2020-05-21T14:09:00Z,2020-05-21T14:10:28Z,2020-05-21T14:10:24Z,{'edges': []},1444,MEMBER,betatim,{'edges': []},yuvipanda,{'oid': '5c4c4229516b05c1306cdc376e05e186d4ccdc10'},jupyterhub,mybinder.org-deploy,pr
MERGED,MDExOlB1bGxSZXF1ZXN0NDIxMzUxOTA0,[MRG] Add a Jitsi link to our page template,https://github.com/jupyterhub/mybinder.org-deploy/pull/1443,2020-05-21T13:27:48Z,2020-05-21T14:41:14Z,2020-05-21T13:56:59Z,{'edges': []},1443,MEMBER,betatim,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-21T13:39:49Z', 'updatedAt': '2020-05-21T13:39:49Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/pull/1443#issuecomment-632091899', 'author': {'login': 'yuvipanda'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-21T13:48:33Z', 'updatedAt': '2020-05-21T13:48:33Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/pull/1443#issuecomment-632096464', 'author': {'login': 'betatim'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-21T13:51:53Z', 'updatedAt': '2020-05-21T13:51:53Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/pull/1443#issuecomment-632098204', 'author': {'login': 'betatim'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-21T13:53:27Z', 'updatedAt': '2020-05-21T13:53:27Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/pull/1443#issuecomment-632099052', 'author': {'login': 'yuvipanda'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-21T13:55:43Z', 'updatedAt': '2020-05-21T13:55:43Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/pull/1443#issuecomment-632100187', 'author': {'login': 'betatim'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-21T13:56:06Z', 'updatedAt': '2020-05-21T13:56:06Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/pull/1443#issuecomment-632100379', 'author': {'login': 'yuvipanda'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-21T13:56:44Z', 'updatedAt': '2020-05-21T13:56:55Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/pull/1443#issuecomment-632100732', 'author': {'login': 'betatim'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-21T14:41:05Z', 'updatedAt': '2020-05-21T14:41:13Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/pull/1443#issuecomment-632124136', 'author': {'login': 'choldgraf'}}}]}",yuvipanda,{'oid': '4ba42fe633374400ec64fab471256954dd8656c0'},jupyterhub,mybinder.org-deploy,pr
OPEN,MDExOlB1bGxSZXF1ZXN0NDIxMzIyNTA3,decodeURIComponent the spec so it gets shown unquoted in the status message.,https://github.com/jupyterhub/binderhub/pull/1103,2020-05-21T12:21:51Z,2020-05-21T12:26:35Z,,{'edges': []},1103,FIRST_TIME_CONTRIBUTOR,kpaschen,{'edges': []},,,jupyterhub,binderhub,pr
OPEN,MDExOlB1bGxSZXF1ZXN0NDIxMTc5MjM1,[WIP] Experimenting with Stimulus JS,https://github.com/jupyterhub/binderhub/pull/1102,2020-05-21T06:38:40Z,2020-05-21T06:38:40Z,,{'edges': []},1102,MEMBER,betatim,{'edges': []},,,jupyterhub,binderhub,pr
MERGED,MDExOlB1bGxSZXF1ZXN0NDIxMTU3MTY1,Bump server extension version,https://github.com/jupyterhub/jupyter-server-proxy/pull/199,2020-05-21T05:26:01Z,2020-05-21T07:27:10Z,2020-05-21T07:20:16Z,{'edges': []},199,MEMBER,yuvipanda,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-21T05:26:46Z', 'updatedAt': '2020-05-21T05:26:46Z', 'url': 'https://github.com/jupyterhub/jupyter-server-proxy/pull/199#issuecomment-631888772', 'author': {'login': 'yuvipanda'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-21T07:27:10Z', 'updatedAt': '2020-05-21T07:27:10Z', 'url': 'https://github.com/jupyterhub/jupyter-server-proxy/pull/199#issuecomment-631931326', 'author': {'login': 'consideRatio'}}}]}",consideRatio,{'oid': '449f9d95db778296c96e82be272d929d0f9da5c8'},jupyterhub,jupyter-server-proxy,pr
CLOSED,MDExOlB1bGxSZXF1ZXN0NDIwOTE1NjQy,Adding allowed users,https://github.com/jupyterhub/ldapauthenticator/pull/166,2020-05-20T17:39:44Z,2020-05-20T17:45:54Z,2020-05-20T17:40:03Z,{'edges': []},166,NONE,tomcatlingcma,{'edges': []},,,jupyterhub,ldapauthenticator,pr
OPEN,MDExOlB1bGxSZXF1ZXN0NDIwNzk3MzU2,[WIP] Automatic HTTPS and tests,https://github.com/jupyterhub/binderhub/pull/1101,2020-05-20T14:42:34Z,2020-05-21T17:31:21Z,,{'edges': []},1101,MEMBER,consideRatio,{'edges': []},,,jupyterhub,binderhub,pr
OPEN,MDExOlB1bGxSZXF1ZXN0NDIwNzQ0MjU2,[WIP] add a way to specify host for ingress,https://github.com/jupyterhub/kubespawner/pull/406,2020-05-20T13:16:27Z,2020-05-20T13:24:40Z,,{'edges': []},406,FIRST_TIME_CONTRIBUTOR,remche,{'edges': []},,,jupyterhub,kubespawner,pr
OPEN,MDExOlB1bGxSZXF1ZXN0NDIwNDY1ODEz,[WIP] Add support for Bitbucket repositories,https://github.com/jupyterhub/binderhub/pull/1100,2020-05-20T02:20:02Z,2020-05-20T07:22:50Z,,{'edges': []},1100,FIRST_TIME_CONTRIBUTOR,sachin235,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-20T02:24:05Z', 'updatedAt': '2020-05-20T02:24:05Z', 'url': 'https://github.com/jupyterhub/binderhub/pull/1100#issuecomment-631195170', 'author': {'login': 'sachin235'}}}]}",,,jupyterhub,binderhub,pr
MERGED,MDExOlB1bGxSZXF1ZXN0NDIwMzQyNjAw,Remove special case for now-completed workshop.,https://github.com/jupyterhub/mybinder.org-deploy/pull/1440,2020-05-19T20:16:44Z,2020-05-19T20:36:41Z,2020-05-19T20:36:39Z,{'edges': []},1440,CONTRIBUTOR,danielballan,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-19T20:36:41Z', 'updatedAt': '2020-05-19T20:36:41Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/pull/1440#issuecomment-631068318', 'author': {'login': 'choldgraf'}}}]}",choldgraf,{'oid': '446a8cd564681d12406f61055a93a5fd92068fbb'},jupyterhub,mybinder.org-deploy,pr
MERGED,MDExOlB1bGxSZXF1ZXN0NDIwMjg1MDgz,Bumping bluesky/tutorials to 300 quota,https://github.com/jupyterhub/mybinder.org-deploy/pull/1439,2020-05-19T18:17:49Z,2020-05-19T19:47:28Z,2020-05-19T18:19:34Z,{'edges': []},1439,MEMBER,choldgraf,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-19T18:21:14Z', 'updatedAt': '2020-05-19T18:21:14Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/pull/1439#issuecomment-630996267', 'author': {'login': 'tacaswell'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-19T18:24:23Z', 'updatedAt': '2020-05-19T18:24:23Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/pull/1439#issuecomment-630998010', 'author': {'login': 'mrakitin'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-19T18:29:57Z', 'updatedAt': '2020-05-19T18:29:57Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/pull/1439#issuecomment-631001150', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-19T18:33:53Z', 'updatedAt': '2020-05-19T18:33:53Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/pull/1439#issuecomment-631003374', 'author': {'login': 'mrakitin'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-19T18:34:16Z', 'updatedAt': '2020-05-19T18:34:16Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/pull/1439#issuecomment-631003616', 'author': {'login': 'tacaswell'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-19T18:45:44Z', 'updatedAt': '2020-05-19T18:45:44Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/pull/1439#issuecomment-631010037', 'author': {'login': 'mrakitin'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-19T19:47:28Z', 'updatedAt': '2020-05-19T19:47:28Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/pull/1439#issuecomment-631043367', 'author': {'login': 'tacaswell'}}}]}",choldgraf,{'oid': '5b9a560dae1036eca6e53d3be5b5f25493cfde3c'},jupyterhub,mybinder.org-deploy,pr
MERGED,MDExOlB1bGxSZXF1ZXN0NDE5OTU1NzMw,CI: test w. bionic/node12/py37/k8s1.18/helm2.16,https://github.com/jupyterhub/binderhub/pull/1099,2020-05-19T08:18:58Z,2020-05-20T12:49:20Z,2020-05-20T10:25:42Z,{'edges': []},1099,MEMBER,consideRatio,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-20T10:25:34Z', 'updatedAt': '2020-05-20T10:25:34Z', 'url': 'https://github.com/jupyterhub/binderhub/pull/1099#issuecomment-631388152', 'author': {'login': 'consideRatio'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-20T10:59:57Z', 'updatedAt': '2020-05-20T10:59:57Z', 'url': 'https://github.com/jupyterhub/binderhub/pull/1099#issuecomment-631403947', 'author': {'login': 'betatim'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-20T12:49:20Z', 'updatedAt': '2020-05-20T12:49:20Z', 'url': 'https://github.com/jupyterhub/binderhub/pull/1099#issuecomment-631452642', 'author': {'login': 'consideRatio'}}}]}",consideRatio,{'oid': '94fd0e92542e1af15690a9c2025d5b633969f1cb'},jupyterhub,binderhub,pr
OPEN,MDExOlB1bGxSZXF1ZXN0NDE5NzI2OTE5,Optional chp deployment and externalIngressController option,https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1673,2020-05-18T20:31:08Z,2020-05-20T09:17:57Z,,{'edges': []},1673,FIRST_TIME_CONTRIBUTOR,remche,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-20T09:17:57Z', 'updatedAt': '2020-05-20T09:17:57Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1673#issuecomment-631352161', 'author': {'login': 'remche'}}}]}",,,jupyterhub,zero-to-jupyterhub-k8s,pr
OPEN,MDExOlB1bGxSZXF1ZXN0NDE5MzQxMjgz,Support automatic Let's Encrypt,https://github.com/jupyterhub/traefik-proxy/pull/108,2020-05-18T08:31:21Z,2020-05-21T10:29:08Z,,{'edges': []},108,MEMBER,GeorgianaElena,{'edges': []},,,jupyterhub,traefik-proxy,pr
MERGED,MDExOlB1bGxSZXF1ZXN0NDE4OTM0OTk1,Fix circular reference error,https://github.com/jupyterhub/traefik-proxy/pull/107,2020-05-16T08:29:00Z,2020-05-16T08:47:07Z,2020-05-16T08:47:00Z,{'edges': []},107,MEMBER,GeorgianaElena,{'edges': []},GeorgianaElena,{'oid': '9bfc69657db4133a79dd9618fead4a79b77dddce'},jupyterhub,traefik-proxy,pr
MERGED,MDExOlB1bGxSZXF1ZXN0NDE4OTEzNzA0,Respect validate_server_cert attribute for GitHub,https://github.com/jupyterhub/oauthenticator/pull/354,2020-05-16T04:33:41Z,2020-05-16T10:33:55Z,2020-05-16T10:33:55Z,{'edges': []},354,CONTRIBUTOR,nvs-abhilash,{'edges': []},consideRatio,{'oid': 'd2d3ac859f0025c62d9086016c106e6f35d9dc54'},jupyterhub,oauthenticator,pr
MERGED,MDExOlB1bGxSZXF1ZXN0NDE4Njg5NDA4,Tweaking readiness/liveness probe: faster startup,https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1671,2020-05-15T16:33:01Z,2020-05-16T11:42:57Z,2020-05-16T11:42:57Z,{'edges': []},1671,MEMBER,consideRatio,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-15T16:47:12Z', 'updatedAt': '2020-05-15T16:47:12Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1671#issuecomment-629364673', 'author': {'login': 'consideRatio'}}}]}",consideRatio,{'oid': '103ad1dfd3ead5ff57bc90096d3b29b2915e4ee0'},jupyterhub,zero-to-jupyterhub-k8s,pr
MERGED,MDExOlB1bGxSZXF1ZXN0NDE4NjY1NDc3,Flesh out networkpolicies,https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1670,2020-05-15T15:45:11Z,2020-05-16T10:47:20Z,2020-05-16T10:47:20Z,{'edges': []},1670,MEMBER,consideRatio,{'edges': []},consideRatio,{'oid': '3dac6a37a28c42027b9f42bb737209eb8787b246'},jupyterhub,zero-to-jupyterhub-k8s,pr
MERGED,MDExOlB1bGxSZXF1ZXN0NDE4NjQzNjU0,[MRG] Stop deploying to OVH,https://github.com/jupyterhub/mybinder.org-deploy/pull/1436,2020-05-15T15:03:09Z,2020-05-15T15:05:24Z,2020-05-15T15:03:49Z,{'edges': []},1436,MEMBER,betatim,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-15T15:04:15Z', 'updatedAt': '2020-05-15T15:04:15Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/pull/1436#issuecomment-629284870', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-15T15:04:20Z', 'updatedAt': '2020-05-15T15:04:42Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/pull/1436#issuecomment-629284954', 'author': {'login': 'betatim'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-15T15:05:24Z', 'updatedAt': '2020-05-15T15:05:24Z', 'url': 'https://github.com/jupyterhub/mybinder.org-deploy/pull/1436#issuecomment-629286035', 'author': {'login': 'choldgraf'}}}]}",choldgraf,{'oid': '4420b5e550223e6ea84810e07248e846ce64443b'},jupyterhub,mybinder.org-deploy,pr
OPEN,MDExOlB1bGxSZXF1ZXN0NDE4NTU4OTAw,Restore child_config settings overwritten by directional_link,https://github.com/jupyterhub/wrapspawner/pull/39,2020-05-15T12:18:21Z,2020-05-15T12:18:21Z,,{'edges': []},39,FIRST_TIME_CONTRIBUTOR,cexen,{'edges': []},,,jupyterhub,wrapspawner,pr
MERGED,MDExOlB1bGxSZXF1ZXN0NDE4NTQ5MTA4,[Docs] Disable proxy_buffering when using nginx reverse proxy,https://github.com/jupyterhub/jupyterhub/pull/3048,2020-05-15T11:56:17Z,2020-05-15T12:38:30Z,2020-05-15T12:38:29Z,{'edges': []},3048,CONTRIBUTOR,mhwasil,{'edges': []},betatim,{'oid': 'bdb29df82ae2dcb78eee69048952e00e3ca3e858'},jupyterhub,jupyterhub,pr
MERGED,MDExOlB1bGxSZXF1ZXN0NDE4NDc5NTQ0,Log successful /health requests as debug level,https://github.com/jupyterhub/jupyterhub/pull/3047,2020-05-15T09:27:41Z,2020-05-15T12:39:08Z,2020-05-15T12:39:08Z,{'edges': []},3047,MEMBER,consideRatio,{'edges': []},betatim,{'oid': '2ff7d05b15e679e25b2b525de86a401ef763ebe7'},jupyterhub,jupyterhub,pr
OPEN,MDExOlB1bGxSZXF1ZXN0NDE4NDI1ODg1,removal: contributors script,https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1669,2020-05-15T07:32:13Z,2020-05-18T15:21:39Z,,{'edges': []},1669,MEMBER,consideRatio,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-15T09:50:12Z', 'updatedAt': '2020-05-15T09:50:12Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1669#issuecomment-629143178', 'author': {'login': 'yuvipanda'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-15T10:02:07Z', 'updatedAt': '2020-05-15T10:06:26Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1669#issuecomment-629148480', 'author': {'login': 'consideRatio'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-15T11:12:32Z', 'updatedAt': '2020-05-15T11:12:32Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1669#issuecomment-629177105', 'author': {'login': 'manics'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-15T15:15:48Z', 'updatedAt': '2020-05-15T15:16:50Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1669#issuecomment-629296624', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-16T13:21:55Z', 'updatedAt': '2020-05-16T13:38:53Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1669#issuecomment-629644880', 'author': {'login': 'consideRatio'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-18T10:02:37Z', 'updatedAt': '2020-05-18T10:02:37Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1669#issuecomment-630080625', 'author': {'login': 'yuvipanda'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-18T15:21:39Z', 'updatedAt': '2020-05-18T15:21:39Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1669#issuecomment-630254628', 'author': {'login': 'choldgraf'}}}]}",,,jupyterhub,zero-to-jupyterhub-k8s,pr
OPEN,MDExOlB1bGxSZXF1ZXN0NDE4NDI1NjQz,removal: Vagrant for local dev,https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1668,2020-05-15T07:31:40Z,2020-05-17T22:12:59Z,,{'edges': []},1668,MEMBER,consideRatio,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-15T10:47:16Z', 'updatedAt': '2020-05-15T10:47:16Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1668#issuecomment-629167319', 'author': {'login': 'manics'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-17T22:12:19Z', 'updatedAt': '2020-05-17T22:12:59Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1668#issuecomment-629868661', 'author': {'login': 'manics'}}}]}",,,jupyterhub,zero-to-jupyterhub-k8s,pr
OPEN,MDExOlB1bGxSZXF1ZXN0NDE4NDIzNTU3,removal: template validation (part of kubectl now),https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1667,2020-05-15T07:26:45Z,2020-05-15T07:36:26Z,,{'edges': []},1667,MEMBER,consideRatio,{'edges': []},,,jupyterhub,zero-to-jupyterhub-k8s,pr
MERGED,MDExOlB1bGxSZXF1ZXN0NDE4Mzg2NjU2,docs: fixed links,https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1666,2020-05-15T05:36:53Z,2020-05-15T05:38:37Z,2020-05-15T05:38:36Z,{'edges': []},1666,MEMBER,consideRatio,{'edges': []},consideRatio,{'oid': '470d85e07e92c0c5993593a040cf09679952dd2a'},jupyterhub,zero-to-jupyterhub-k8s,pr
MERGED,MDExOlB1bGxSZXF1ZXN0NDE4MjkyMTQw,docs: add proxy_http_version 1.1,https://github.com/jupyterhub/jupyterhub/pull/3046,2020-05-14T23:16:25Z,2020-05-19T12:58:18Z,2020-05-19T12:58:15Z,{'edges': []},3046,CONTRIBUTOR,ceocoder,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-19T12:58:18Z', 'updatedAt': '2020-05-19T12:58:18Z', 'url': 'https://github.com/jupyterhub/jupyterhub/pull/3046#issuecomment-630799371', 'author': {'login': 'minrk'}}}]}",minrk,{'oid': 'cf9046ea47b57c6eb8c86e68bf778d78a9f61103'},jupyterhub,jupyterhub,pr
OPEN,MDExOlB1bGxSZXF1ZXN0NDE4MTgxNjY3,Fix broken link for OpenShift OAuth service accounts,https://github.com/jupyterhub/oauthenticator/pull/352,2020-05-14T18:45:01Z,2020-05-14T18:45:01Z,,{'edges': []},352,FIRST_TIME_CONTRIBUTOR,nscozzaro,{'edges': []},,,jupyterhub,oauthenticator,pr
MERGED,MDExOlB1bGxSZXF1ZXN0NDE3Nzg2ODk3,Set `new_browser_tab` to False by default,https://github.com/jupyterhub/jupyter-server-proxy/pull/198,2020-05-14T06:47:25Z,2020-05-15T14:56:31Z,2020-05-15T14:22:18Z,{'edges': []},198,MEMBER,yuvipanda,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-14T06:47:54Z', 'updatedAt': '2020-05-14T06:47:54Z', 'url': 'https://github.com/jupyterhub/jupyter-server-proxy/pull/198#issuecomment-628425773', 'author': {'login': 'yuvipanda'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-14T07:10:57Z', 'updatedAt': '2020-05-14T07:10:57Z', 'url': 'https://github.com/jupyterhub/jupyter-server-proxy/pull/198#issuecomment-628436399', 'author': {'login': 'ryanlovett'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-14T07:24:50Z', 'updatedAt': '2020-05-14T07:31:03Z', 'url': 'https://github.com/jupyterhub/jupyter-server-proxy/pull/198#issuecomment-628443585', 'author': {'login': 'yuvipanda'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-14T07:27:00Z', 'updatedAt': '2020-05-14T07:27:00Z', 'url': 'https://github.com/jupyterhub/jupyter-server-proxy/pull/198#issuecomment-628444768', 'author': {'login': 'yuvipanda'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-14T07:28:02Z', 'updatedAt': '2020-05-14T07:28:02Z', 'url': 'https://github.com/jupyterhub/jupyter-server-proxy/pull/198#issuecomment-628445327', 'author': {'login': 'yuvipanda'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-14T07:38:46Z', 'updatedAt': '2020-05-14T07:38:46Z', 'url': 'https://github.com/jupyterhub/jupyter-server-proxy/pull/198#issuecomment-628451455', 'author': {'login': 'ryanlovett'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-14T21:14:52Z', 'updatedAt': '2020-05-14T21:14:52Z', 'url': 'https://github.com/jupyterhub/jupyter-server-proxy/pull/198#issuecomment-628890390', 'author': {'login': 'cmd-ntrf'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-15T06:31:58Z', 'updatedAt': '2020-05-15T06:31:58Z', 'url': 'https://github.com/jupyterhub/jupyter-server-proxy/pull/198#issuecomment-629055797', 'author': {'login': 'yuvipanda'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-15T09:53:15Z', 'updatedAt': '2020-05-15T09:53:15Z', 'url': 'https://github.com/jupyterhub/jupyter-server-proxy/pull/198#issuecomment-629144504', 'author': {'login': 'betatim'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-15T10:09:46Z', 'updatedAt': '2020-05-15T10:09:46Z', 'url': 'https://github.com/jupyterhub/jupyter-server-proxy/pull/198#issuecomment-629151800', 'author': {'login': 'manics'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-15T13:23:27Z', 'updatedAt': '2020-05-15T13:23:27Z', 'url': 'https://github.com/jupyterhub/jupyter-server-proxy/pull/198#issuecomment-629233509', 'author': {'login': 'cmd-ntrf'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-15T14:22:29Z', 'updatedAt': '2020-05-15T14:22:29Z', 'url': 'https://github.com/jupyterhub/jupyter-server-proxy/pull/198#issuecomment-629263553', 'author': {'login': 'betatim'}}}]}",betatim,{'oid': '0e00b919cc5573149e759529b9912fcb9000302f'},jupyterhub,jupyter-server-proxy,pr
OPEN,MDExOlB1bGxSZXF1ZXN0NDE3MDc2ODEx,[not ready for review] HTTPS testing etc,https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1664,2020-05-13T02:32:59Z,2020-05-20T19:17:25Z,,{'edges': []},1664,MEMBER,consideRatio,{'edges': []},,,jupyterhub,zero-to-jupyterhub-k8s,pr
MERGED,MDExOlB1bGxSZXF1ZXN0NDE2Njk0NzEz,Reference static ip docs,https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1663,2020-05-12T12:32:00Z,2020-05-17T09:14:17Z,2020-05-16T12:33:58Z,{'edges': []},1663,MEMBER,GeorgianaElena,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-12T13:24:14Z', 'updatedAt': '2020-05-12T13:24:14Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1663#issuecomment-627342732', 'author': {'login': 'consideRatio'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-16T12:34:14Z', 'updatedAt': '2020-05-16T12:34:14Z', 'url': 'https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1663#issuecomment-629638886', 'author': {'login': 'consideRatio'}}}]}",consideRatio,{'oid': '15332526ec3e2d87b7c04ad3ba0bd16c35a7644f'},jupyterhub,zero-to-jupyterhub-k8s,pr
MERGED,MDExOlB1bGxSZXF1ZXN0NDE1Nzg5MDY5,cleanup: remove old deploy secret,https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1661,2020-05-10T22:12:21Z,2020-05-10T23:12:27Z,2020-05-10T23:12:26Z,{'edges': []},1661,MEMBER,consideRatio,{'edges': []},consideRatio,{'oid': 'c04a7a007ba934d60ddf75fa28ee8bda46901de5'},jupyterhub,zero-to-jupyterhub-k8s,pr
MERGED,MDExOlB1bGxSZXF1ZXN0NDE1Nzg4ODg0,Docs: remove too outdated cost-calculator,https://github.com/jupyterhub/zero-to-jupyterhub-k8s/pull/1660,2020-05-10T22:10:51Z,2020-05-11T09:56:44Z,2020-05-11T09:56:44Z,{'edges': []},1660,MEMBER,consideRatio,{'edges': []},manics,{'oid': 'a08cd817ed7860a255190c4a02f7c5703f87ede3'},jupyterhub,zero-to-jupyterhub-k8s,pr
