state,id,title,url,createdAt,updatedAt,closedAt,labels,number,authorAssociation,author,comments,mergedBy,mergeCommit,org,repo,kind
CLOSED,MDU6SXNzdWU1NTU4Mzg1MDc=,All notebook data is lost after renaming,https://github.com/jupyter/notebook/issues/5190,2020-01-27T21:18:08Z,2020-05-05T15:54:27Z,2020-05-05T15:54:27Z,{'edges': []},5190,NONE,Avel7884,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-01-27T22:49:44Z', 'updatedAt': '2020-01-27T22:49:44Z', 'url': 'https://github.com/jupyter/notebook/issues/5190#issuecomment-578993203', 'author': {'login': 'kevin-bates'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-01-28T15:00:50Z', 'updatedAt': '2020-01-28T15:00:50Z', 'url': 'https://github.com/jupyter/notebook/issues/5190#issuecomment-579286728', 'author': {'login': 'Avel7884'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-01-28T15:21:48Z', 'updatedAt': '2020-01-28T15:21:48Z', 'url': 'https://github.com/jupyter/notebook/issues/5190#issuecomment-579297214', 'author': {'login': 'kevin-bates'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-01-28T15:42:27Z', 'updatedAt': '2020-01-28T15:42:27Z', 'url': 'https://github.com/jupyter/notebook/issues/5190#issuecomment-579310661', 'author': {'login': 'jasongrout'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-01-28T16:03:49Z', 'updatedAt': '2020-01-28T16:03:49Z', 'url': 'https://github.com/jupyter/notebook/issues/5190#issuecomment-579322281', 'author': {'login': 'kevin-bates'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-01-28T22:04:44Z', 'updatedAt': '2020-01-28T22:04:44Z', 'url': 'https://github.com/jupyter/notebook/issues/5190#issuecomment-579480139', 'author': {'login': 'kevin-bates'}}}]}",,,jupyter,notebook,issue
CLOSED,MDU6SXNzdWU1NTUxMjg0MTY=,Qtconsole not working on Windows and Python 3.8,https://github.com/jupyter/qtconsole/issues/405,2020-01-25T19:38:55Z,2020-05-13T14:33:09Z,2020-05-13T14:33:09Z,{'edges': []},405,CONTRIBUTOR,ericpre,"{'edges': [{'node': {'authorAssociation': 'COLLABORATOR', 'createdAt': '2020-01-25T20:49:03Z', 'updatedAt': '2020-01-25T20:49:13Z', 'url': 'https://github.com/jupyter/qtconsole/issues/405#issuecomment-578441859', 'author': {'login': 'ccordoba12'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-01-25T22:48:52Z', 'updatedAt': '2020-01-25T22:48:52Z', 'url': 'https://github.com/jupyter/qtconsole/issues/405#issuecomment-578450276', 'author': {'login': 'ericpre'}}}, {'node': {'authorAssociation': 'COLLABORATOR', 'createdAt': '2020-01-25T23:09:10Z', 'updatedAt': '2020-01-25T23:09:10Z', 'url': 'https://github.com/jupyter/qtconsole/issues/405#issuecomment-578451702', 'author': {'login': 'ccordoba12'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-01-25T23:14:33Z', 'updatedAt': '2020-01-25T23:14:33Z', 'url': 'https://github.com/jupyter/qtconsole/issues/405#issuecomment-578452080', 'author': {'login': 'ericpre'}}}, {'node': {'authorAssociation': 'COLLABORATOR', 'createdAt': '2020-01-26T00:44:48Z', 'updatedAt': '2020-01-26T00:44:48Z', 'url': 'https://github.com/jupyter/qtconsole/issues/405#issuecomment-578457563', 'author': {'login': 'ccordoba12'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-01-29T12:35:16Z', 'updatedAt': '2020-01-29T12:35:16Z', 'url': 'https://github.com/jupyter/qtconsole/issues/405#issuecomment-579736148', 'author': {'login': 'ericpre'}}}, {'node': {'authorAssociation': 'COLLABORATOR', 'createdAt': '2020-01-29T13:28:55Z', 'updatedAt': '2020-01-29T13:28:55Z', 'url': 'https://github.com/jupyter/qtconsole/issues/405#issuecomment-579754812', 'author': {'login': 'ccordoba12'}}}]}",,,jupyter,qtconsole,issue
CLOSED,MDU6SXNzdWU1NTAyODMzMDk=,[DISCUSS] Should the base.handlers have their counterpart in extension.handlers?,https://github.com/jupyter/jupyter_server/issues/173,2020-01-15T16:10:10Z,2020-05-08T08:03:40Z,2020-05-08T08:03:40Z,{'edges': []},173,COLLABORATOR,echarles,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-02-04T18:01:36Z', 'updatedAt': '2020-02-04T18:01:36Z', 'url': 'https://github.com/jupyter/jupyter_server/issues/173#issuecomment-582037981', 'author': {'login': 'Zsailer'}}}, {'node': {'authorAssociation': 'COLLABORATOR', 'createdAt': '2020-05-08T08:03:40Z', 'updatedAt': '2020-05-08T08:03:40Z', 'url': 'https://github.com/jupyter/jupyter_server/issues/173#issuecomment-625694730', 'author': {'login': 'echarles'}}}]}",,,jupyter,jupyter_server,issue
CLOSED,MDU6SXNzdWU1NDgzNDQwNjk=,Key Not Found in store Error | Any help is appreciated,https://github.com/jupyter/docker-stacks/issues/984,2020-01-10T23:51:43Z,2020-05-02T07:43:08Z,2020-05-02T07:43:07Z,"{'edges': [{'node': {'name': 'status:Need Info'}}, {'node': {'name': 'type:Question'}}]}",984,NONE,arghyakusumdas,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-01-13T00:56:49Z', 'updatedAt': '2020-01-13T00:56:49Z', 'url': 'https://github.com/jupyter/docker-stacks/issues/984#issuecomment-573478583', 'author': {'login': 'Bidek56'}}}, {'node': {'authorAssociation': 'COLLABORATOR', 'createdAt': '2020-04-27T07:30:40Z', 'updatedAt': '2020-04-27T07:30:40Z', 'url': 'https://github.com/jupyter/docker-stacks/issues/984#issuecomment-619788977', 'author': {'login': 'romainx'}}}, {'node': {'authorAssociation': 'COLLABORATOR', 'createdAt': '2020-05-02T07:43:07Z', 'updatedAt': '2020-05-02T07:43:07Z', 'url': 'https://github.com/jupyter/docker-stacks/issues/984#issuecomment-622810158', 'author': {'login': 'romainx'}}}]}",,,jupyter,docker-stacks,issue
CLOSED,MDU6SXNzdWU1NDc1NzEzNjc=,jupyterhub --version have an error ,https://github.com/jupyter/nbgrader/issues/1299,2020-01-09T16:05:17Z,2020-05-11T13:55:06Z,2020-05-11T13:55:06Z,{'edges': []},1299,NONE,xin2v,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-01-09T16:08:05Z', 'updatedAt': '2020-01-09T16:08:05Z', 'url': 'https://github.com/jupyter/nbgrader/issues/1299#issuecomment-572630030', 'author': {'login': 'xin2v'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-01-09T16:09:42Z', 'updatedAt': '2020-01-09T16:09:42Z', 'url': 'https://github.com/jupyter/nbgrader/issues/1299#issuecomment-572630761', 'author': {'login': 'xin2v'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-01-09T16:11:22Z', 'updatedAt': '2020-01-09T16:13:02Z', 'url': 'https://github.com/jupyter/nbgrader/issues/1299#issuecomment-572631612', 'author': {'login': 'xin2v'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-01-09T16:15:01Z', 'updatedAt': '2020-01-09T16:15:01Z', 'url': 'https://github.com/jupyter/nbgrader/issues/1299#issuecomment-572633323', 'author': {'login': 'xin2v'}}}]}",,,jupyter,nbgrader,issue
CLOSED,MDU6SXNzdWU1NDY5ODU5Mjc=,Issue on import librosa command on Jupyter Notebook,https://github.com/jupyter/notebook/issues/5147,2020-01-08T17:01:11Z,2020-04-04T19:34:10Z,2020-04-04T19:34:10Z,{'edges': []},5147,NONE,Mwaseemzakir,{'edges': []},,,jupyter,notebook,issue
CLOSED,MDU6SXNzdWU1NDU4ODQxNjA=,Lab css files line ending on install,https://github.com/jupyter/nbconvert/issues/1161,2020-01-06T18:59:00Z,2020-05-20T20:58:28Z,2020-05-20T20:58:28Z,{'edges': []},1161,MEMBER,MSeal,{'edges': []},,,jupyter,nbconvert,issue
CLOSED,MDU6SXNzdWU1NDQyMjgxNjc=,Extending `rst.tpl` fails in current master and 6.0.0a0,https://github.com/jupyter/nbconvert/issues/1158,2019-12-31T16:45:58Z,2020-03-31T18:45:39Z,2020-03-31T18:45:39Z,{'edges': []},1158,CONTRIBUTOR,matthew-brett,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-01-01T01:27:39Z', 'updatedAt': '2020-01-01T01:27:39Z', 'url': 'https://github.com/jupyter/nbconvert/issues/1158#issuecomment-570012568', 'author': {'login': 'MSeal'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-01-01T10:02:32Z', 'updatedAt': '2020-01-01T10:02:32Z', 'url': 'https://github.com/jupyter/nbconvert/issues/1158#issuecomment-570039263', 'author': {'login': 'mgeier'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-01-02T12:26:38Z', 'updatedAt': '2020-01-02T12:26:38Z', 'url': 'https://github.com/jupyter/nbconvert/issues/1158#issuecomment-570193636', 'author': {'login': 'matthew-brett'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-01-02T12:47:17Z', 'updatedAt': '2020-01-02T12:47:17Z', 'url': 'https://github.com/jupyter/nbconvert/issues/1158#issuecomment-570197779', 'author': {'login': 'maartenbreddels'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-01-03T01:46:47Z', 'updatedAt': '2020-01-03T01:46:47Z', 'url': 'https://github.com/jupyter/nbconvert/issues/1158#issuecomment-570432133', 'author': {'login': 'MSeal'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-01-21T10:25:58Z', 'updatedAt': '2020-01-21T10:25:58Z', 'url': 'https://github.com/jupyter/nbconvert/issues/1158#issuecomment-576616688', 'author': {'login': 'maartenbreddels'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-01-21T10:29:16Z', 'updatedAt': '2020-01-21T10:29:16Z', 'url': 'https://github.com/jupyter/nbconvert/issues/1158#issuecomment-576618121', 'author': {'login': 'matthew-brett'}}}]}",,,jupyter,nbconvert,issue
CLOSED,MDU6SXNzdWU1MzQ4NjEyODA=,Can't add main function in cling,https://github.com/jupyter/notebook/issues/5110,2019-12-09T11:17:28Z,2020-04-05T15:41:14Z,2020-04-05T15:41:14Z,{'edges': []},5110,NONE,karthikone,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-03-30T13:46:33Z', 'updatedAt': '2020-03-30T13:46:33Z', 'url': 'https://github.com/jupyter/notebook/issues/5110#issuecomment-606009217', 'author': {'login': 'FungluiKoo'}}}]}",,,jupyter,notebook,issue
CLOSED,MDU6SXNzdWU1MzIzNjY3OTQ=,Run notebooks in docker containers in distributed mode,https://github.com/jupyter/enterprise_gateway/issues/758,2019-12-04T00:49:36Z,2020-04-24T03:04:27Z,2020-04-24T03:04:27Z,{'edges': [{'node': {'name': 'Docker'}}]},758,NONE,golf-player,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-12-04T01:42:14Z', 'updatedAt': '2019-12-04T01:42:14Z', 'url': 'https://github.com/jupyter/enterprise_gateway/issues/758#issuecomment-561436535', 'author': {'login': 'kevin-bates'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-12-04T01:47:30Z', 'updatedAt': '2019-12-04T01:47:30Z', 'url': 'https://github.com/jupyter/enterprise_gateway/issues/758#issuecomment-561437698', 'author': {'login': 'golf-player'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-12-04T02:08:14Z', 'updatedAt': '2019-12-04T02:08:14Z', 'url': 'https://github.com/jupyter/enterprise_gateway/issues/758#issuecomment-561442608', 'author': {'login': 'kevin-bates'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-12-04T02:18:32Z', 'updatedAt': '2019-12-04T02:18:32Z', 'url': 'https://github.com/jupyter/enterprise_gateway/issues/758#issuecomment-561444998', 'author': {'login': 'golf-player'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-12-04T02:48:35Z', 'updatedAt': '2019-12-04T02:48:35Z', 'url': 'https://github.com/jupyter/enterprise_gateway/issues/758#issuecomment-561451601', 'author': {'login': 'kevin-bates'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-12-04T02:57:32Z', 'updatedAt': '2019-12-04T02:57:32Z', 'url': 'https://github.com/jupyter/enterprise_gateway/issues/758#issuecomment-561453493', 'author': {'login': 'golf-player'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-04-24T03:04:25Z', 'updatedAt': '2020-04-24T03:04:25Z', 'url': 'https://github.com/jupyter/enterprise_gateway/issues/758#issuecomment-618775858', 'author': {'login': 'golf-player'}}}]}",,,jupyter,enterprise_gateway,issue
CLOSED,MDU6SXNzdWU1MjE2MjcwNDY=,Cant pull image (pyspark),https://github.com/jupyter/docker-stacks/issues/962,2019-11-12T15:38:36Z,2020-05-16T08:12:16Z,2020-05-16T08:12:16Z,"{'edges': [{'node': {'name': 'status:Need Info'}}, {'node': {'name': 'type:Question'}}]}",962,NONE,skw1990,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-11-12T23:31:58Z', 'updatedAt': '2019-11-12T23:31:58Z', 'url': 'https://github.com/jupyter/docker-stacks/issues/962#issuecomment-553166282', 'author': {'login': 'Bidek56'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-11-13T15:25:04Z', 'updatedAt': '2019-11-13T15:25:04Z', 'url': 'https://github.com/jupyter/docker-stacks/issues/962#issuecomment-553451710', 'author': {'login': 'skw1990'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-11-14T20:18:20Z', 'updatedAt': '2019-11-14T20:18:20Z', 'url': 'https://github.com/jupyter/docker-stacks/issues/962#issuecomment-554061574', 'author': {'login': 'Bidek56'}}}, {'node': {'authorAssociation': 'COLLABORATOR', 'createdAt': '2020-03-16T21:03:45Z', 'updatedAt': '2020-03-16T21:03:45Z', 'url': 'https://github.com/jupyter/docker-stacks/issues/962#issuecomment-599757513', 'author': {'login': 'romainx'}}}, {'node': {'authorAssociation': 'COLLABORATOR', 'createdAt': '2020-05-16T08:12:16Z', 'updatedAt': '2020-05-16T08:12:16Z', 'url': 'https://github.com/jupyter/docker-stacks/issues/962#issuecomment-629607458', 'author': {'login': 'romainx'}}}]}",,,jupyter,docker-stacks,issue
CLOSED,MDU6SXNzdWU1MjAwNDkyNDU=,Question:  What is nodejs used for in the build stack?,https://github.com/jupyter/docker-stacks/issues/958,2019-11-08T14:37:03Z,2020-05-08T04:32:35Z,2020-05-08T04:32:34Z,{'edges': [{'node': {'name': 'type:Question'}}]},958,NONE,rwmajor2,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-11-09T20:37:44Z', 'updatedAt': '2019-11-09T20:37:44Z', 'url': 'https://github.com/jupyter/docker-stacks/issues/958#issuecomment-552135199', 'author': {'login': 'parente'}}}, {'node': {'authorAssociation': 'COLLABORATOR', 'createdAt': '2020-05-08T04:32:34Z', 'updatedAt': '2020-05-08T04:32:34Z', 'url': 'https://github.com/jupyter/docker-stacks/issues/958#issuecomment-625624370', 'author': {'login': 'romainx'}}}]}",,,jupyter,docker-stacks,issue
CLOSED,MDU6SXNzdWU1MTI3OTU3NzA=,Document jupyter_server,https://github.com/jupyter/jupyter_server/issues/131,2019-10-26T05:56:48Z,2020-04-21T23:16:47Z,2020-04-21T23:16:47Z,"{'edges': [{'node': {'name': 'enhancement'}}, {'node': {'name': 'help wanted'}}]}",131,COLLABORATOR,echarles,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-04-21T23:16:47Z', 'updatedAt': '2020-04-21T23:16:47Z', 'url': 'https://github.com/jupyter/jupyter_server/issues/131#issuecomment-617460334', 'author': {'login': 'Zsailer'}}}]}",,,jupyter,jupyter_server,issue
CLOSED,MDU6SXNzdWU1MTEyMTEwMjM=,JN adds automatically unnecessary quotes to the file path,https://github.com/jupyter/notebook/issues/4996,2019-10-23T09:55:23Z,2020-04-08T22:03:18Z,2020-04-08T22:03:18Z,{'edges': []},4996,NONE,Sodbo,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-04-08T16:13:12Z', 'updatedAt': '2020-04-08T16:13:12Z', 'url': 'https://github.com/jupyter/notebook/issues/4996#issuecomment-611050788', 'author': {'login': 'yhf8377'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-04-08T22:03:18Z', 'updatedAt': '2020-04-08T22:03:18Z', 'url': 'https://github.com/jupyter/notebook/issues/4996#issuecomment-611217943', 'author': {'login': 'kevin-bates'}}}]}",,,jupyter,notebook,issue
CLOSED,MDU6SXNzdWU1MDgxNDc1Nzg=,Please support pathlib.Path objects,https://github.com/jupyter/nbformat/issues/147,2019-10-16T23:15:45Z,2020-03-31T07:33:29Z,2020-03-31T07:33:29Z,{'edges': []},147,NONE,cdeil,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-10-17T01:26:59Z', 'updatedAt': '2019-10-17T01:26:59Z', 'url': 'https://github.com/jupyter/nbformat/issues/147#issuecomment-542956604', 'author': {'login': 'bollwyvl'}}}]}",,,jupyter,nbformat,issue
CLOSED,MDU6SXNzdWU1MDUzNjA3ODI=,Cross extension configuration,https://github.com/jupyter/jupyter_server/issues/118,2019-10-10T15:51:36Z,2020-04-21T23:17:32Z,2020-04-21T23:17:31Z,"{'edges': [{'node': {'name': 'enhancement'}}, {'node': {'name': 'question'}}]}",118,MEMBER,mpacer,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-10-10T15:52:12Z', 'updatedAt': '2019-10-10T15:52:12Z', 'url': 'https://github.com/jupyter/jupyter_server/issues/118#issuecomment-540651813', 'author': {'login': 'mpacer'}}}, {'node': {'authorAssociation': 'COLLABORATOR', 'createdAt': '2019-10-14T11:36:36Z', 'updatedAt': '2019-10-14T11:36:36Z', 'url': 'https://github.com/jupyter/jupyter_server/issues/118#issuecomment-541626313', 'author': {'login': 'vidartf'}}}, {'node': {'authorAssociation': 'COLLABORATOR', 'createdAt': '2019-10-19T06:07:05Z', 'updatedAt': '2019-10-19T06:11:26Z', 'url': 'https://github.com/jupyter/jupyter_server/issues/118#issuecomment-544105964', 'author': {'login': 'echarles'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-04-15T16:34:25Z', 'updatedAt': '2020-04-15T16:34:25Z', 'url': 'https://github.com/jupyter/jupyter_server/issues/118#issuecomment-614145738', 'author': {'login': 'Zsailer'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-04-15T16:34:55Z', 'updatedAt': '2020-04-15T16:34:55Z', 'url': 'https://github.com/jupyter/jupyter_server/issues/118#issuecomment-614145959', 'author': {'login': 'Zsailer'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-04-21T23:17:31Z', 'updatedAt': '2020-04-21T23:17:31Z', 'url': 'https://github.com/jupyter/jupyter_server/issues/118#issuecomment-617460558', 'author': {'login': 'Zsailer'}}}]}",,,jupyter,jupyter_server,issue
CLOSED,MDU6SXNzdWU1MDQ3MTEzNTM=,Adding CoC guidelines for enforcing incidents in public forums that don't require an official report,https://github.com/jupyter/governance/issues/68,2019-10-09T15:02:38Z,2020-05-05T16:26:23Z,2020-05-05T16:26:23Z,{'edges': []},68,MEMBER,choldgraf,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-10-09T15:38:39Z', 'updatedAt': '2019-10-09T15:38:39Z', 'url': 'https://github.com/jupyter/governance/issues/68#issuecomment-540058287', 'author': {'login': 'jasongrout'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-10-10T16:46:03Z', 'updatedAt': '2019-10-10T16:46:03Z', 'url': 'https://github.com/jupyter/governance/issues/68#issuecomment-540673665', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-10-10T16:53:42Z', 'updatedAt': '2019-10-10T16:53:42Z', 'url': 'https://github.com/jupyter/governance/issues/68#issuecomment-540676782', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-10-10T17:07:18Z', 'updatedAt': '2019-10-10T17:07:18Z', 'url': 'https://github.com/jupyter/governance/issues/68#issuecomment-540681774', 'author': {'login': 'jasongrout'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-10-10T17:11:29Z', 'updatedAt': '2019-10-10T17:11:43Z', 'url': 'https://github.com/jupyter/governance/issues/68#issuecomment-540683297', 'author': {'login': 'jasongrout'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-10-10T17:34:26Z', 'updatedAt': '2019-10-10T17:34:26Z', 'url': 'https://github.com/jupyter/governance/issues/68#issuecomment-540691995', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-10-10T18:19:10Z', 'updatedAt': '2019-10-10T18:19:10Z', 'url': 'https://github.com/jupyter/governance/issues/68#issuecomment-540709649', 'author': {'login': 'jasongrout'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-10-11T17:24:20Z', 'updatedAt': '2019-10-11T17:24:20Z', 'url': 'https://github.com/jupyter/governance/issues/68#issuecomment-541152375', 'author': {'login': 'mpacer'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-10-11T21:32:17Z', 'updatedAt': '2019-10-11T21:32:17Z', 'url': 'https://github.com/jupyter/governance/issues/68#issuecomment-541231303', 'author': {'login': 'choldgraf'}}}]}",,,jupyter,governance,issue
CLOSED,MDU6SXNzdWU1MDQ1MDUwMDc=,Crash when clicking a calltip away,https://github.com/jupyter/qtconsole/issues/383,2019-10-09T08:48:31Z,2020-05-07T15:03:01Z,2020-05-07T15:03:01Z,{'edges': []},383,NONE,tmontes,"{'edges': [{'node': {'authorAssociation': 'COLLABORATOR', 'createdAt': '2019-10-10T14:05:49Z', 'updatedAt': '2019-10-10T14:05:49Z', 'url': 'https://github.com/jupyter/qtconsole/issues/383#issuecomment-540602909', 'author': {'login': 'ccordoba12'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-10-11T09:24:35Z', 'updatedAt': '2019-10-11T09:24:35Z', 'url': 'https://github.com/jupyter/qtconsole/issues/383#issuecomment-540989184', 'author': {'login': 'tmontes'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-04-28T14:43:02Z', 'updatedAt': '2020-04-28T14:43:02Z', 'url': 'https://github.com/jupyter/qtconsole/issues/383#issuecomment-620651284', 'author': {'login': 'rayosborn'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-04-28T15:05:01Z', 'updatedAt': '2020-04-28T15:05:01Z', 'url': 'https://github.com/jupyter/qtconsole/issues/383#issuecomment-620664408', 'author': {'login': 'rayosborn'}}}, {'node': {'authorAssociation': 'COLLABORATOR', 'createdAt': '2020-04-28T15:09:05Z', 'updatedAt': '2020-04-28T15:09:05Z', 'url': 'https://github.com/jupyter/qtconsole/issues/383#issuecomment-620666737', 'author': {'login': 'ccordoba12'}}}]}",,,jupyter,qtconsole,issue
CLOSED,MDU6SXNzdWU1MDM1NDY4NTI=,Slides export not rendering html tag style specifications,https://github.com/jupyter/nbconvert/issues/1110,2019-10-07T16:02:55Z,2020-04-16T01:31:01Z,2020-04-16T01:31:01Z,{'edges': [{'node': {'name': 'format:Slides'}}]},1110,NONE,artur-deluca,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-11-16T20:28:26Z', 'updatedAt': '2019-11-16T20:28:26Z', 'url': 'https://github.com/jupyter/nbconvert/issues/1110#issuecomment-554671456', 'author': {'login': 'mfrata'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-04-16T01:31:01Z', 'updatedAt': '2020-04-16T01:31:01Z', 'url': 'https://github.com/jupyter/nbconvert/issues/1110#issuecomment-614362069', 'author': {'login': 'artur-deluca'}}}]}",,,jupyter,nbconvert,issue
CLOSED,MDU6SXNzdWU0OTgwNzk1MDI=,could it be possible to install libgit2 and pygit2 in the image?,https://github.com/jupyter/docker-stacks/issues/943,2019-09-25T06:37:47Z,2020-05-20T16:25:18Z,2020-05-20T16:25:18Z,{'edges': [{'node': {'name': 'type:Enhancement'}}]},943,NONE,gbrault,"{'edges': [{'node': {'authorAssociation': 'COLLABORATOR', 'createdAt': '2020-05-16T08:25:22Z', 'updatedAt': '2020-05-16T08:25:22Z', 'url': 'https://github.com/jupyter/docker-stacks/issues/943#issuecomment-629608818', 'author': {'login': 'romainx'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-20T16:25:18Z', 'updatedAt': '2020-05-20T16:25:18Z', 'url': 'https://github.com/jupyter/docker-stacks/issues/943#issuecomment-631582257', 'author': {'login': 'gbrault'}}}]}",,,jupyter,docker-stacks,issue
CLOSED,MDU6SXNzdWU0OTc5MDY5NDk=,Adopt native coroutines,https://github.com/jupyter/jupyter_server/issues/93,2019-09-24T20:27:12Z,2020-04-15T16:26:36Z,2020-04-15T16:26:36Z,{'edges': [{'node': {'name': 'enhancement'}}]},93,MEMBER,kevin-bates,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-09-24T21:12:05Z', 'updatedAt': '2019-09-24T21:12:05Z', 'url': 'https://github.com/jupyter/jupyter_server/issues/93#issuecomment-534750263', 'author': {'login': 'SylvainCorlay'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-09-24T21:23:09Z', 'updatedAt': '2019-09-24T21:23:09Z', 'url': 'https://github.com/jupyter/jupyter_server/issues/93#issuecomment-534754264', 'author': {'login': 'kevin-bates'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-09-24T21:25:46Z', 'updatedAt': '2019-09-24T21:25:46Z', 'url': 'https://github.com/jupyter/jupyter_server/issues/93#issuecomment-534755179', 'author': {'login': 'Zsailer'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-04-15T16:26:36Z', 'updatedAt': '2020-04-15T16:26:36Z', 'url': 'https://github.com/jupyter/jupyter_server/issues/93#issuecomment-614141584', 'author': {'login': 'Zsailer'}}}]}",,,jupyter,jupyter_server,issue
